prompt_id,layer,position,rank_intermediate,rank_answer
0,15,14,44,42
0,15,15,73,14
0,16,10,118,15
0,16,11,139,255
0,16,12,4,61
0,16,13,2,8
0,16,14,47,46
0,16,15,129,45
0,17,10,22,8
0,17,11,2384,2175
0,17,12,6,18
0,17,13,10,6
0,17,14,25,24
0,17,15,281,25
0,18,10,274,272
0,18,11,1648,5783
0,18,12,67,192
0,18,13,16,30
0,18,14,51,49
0,18,15,113,74
0,19,10,1710,626
0,19,11,5394,17356
0,19,12,771,1222
0,19,13,15,20
0,19,14,85,110
0,19,15,40,19
0,20,10,5613,4769
0,20,11,5635,24911
0,20,12,84,89
0,20,13,10,1
0,20,14,620,148
0,20,15,6,0
0,21,10,4679,4943
0,21,11,25248,45631
0,21,12,0,1
0,21,13,8,0
0,21,14,1256,201
0,21,15,9,0
0,22,10,4195,1707
0,22,11,7489,20509
0,22,12,1,0
0,22,13,3,0
0,22,14,473,36
0,22,15,3,0
0,23,10,10059,2915
0,23,11,19604,46296
0,23,12,0,1
0,23,13,5,0
0,23,14,170,11
0,23,15,3,0
0,24,10,7215,2058
0,24,11,8200,24154
0,24,12,1,0
0,24,13,7,0
0,24,14,100,1
0,24,15,9,0
0,25,10,5892,1150
0,25,11,5986,12595
0,25,12,1,0
0,25,13,7,0
0,25,14,105,1
0,25,15,6,0
0,26,10,3852,1231
0,26,11,11979,20293
0,26,12,1,0
0,26,13,11,0
0,26,14,32,2
0,26,15,7,0
1,0,9,90698,76172
1,0,10,89707,117151
1,0,11,46528,47419
1,0,12,35455,80147
1,0,13,33481,42940
1,0,14,88127,68073
1,1,9,60691,39288
1,1,10,77296,115806
1,1,11,35159,35442
1,1,12,30540,78334
1,1,13,26625,38008
1,1,14,101563,85469
1,2,9,52717,39987
1,2,10,95931,101015
1,2,11,27272,37837
1,2,12,32058,94670
1,2,13,25686,51662
1,2,14,100381,99816
1,3,9,29636,19093
1,3,10,54535,45117
1,3,11,29891,28578
1,3,12,20272,49455
1,3,13,10656,16075
1,3,14,49488,29845
1,4,9,21029,8177
1,4,10,30018,15138
1,4,11,13277,5683
1,4,12,13427,25896
1,4,13,5250,3198
1,4,14,37273,12837
1,5,9,8790,6982
1,5,10,18406,20950
1,5,11,1904,5956
1,5,12,2162,9424
1,5,13,1775,2524
1,5,14,12653,7306
1,6,9,2111,3090
1,6,10,1076,2994
1,6,11,772,3201
1,6,12,357,6690
1,6,13,1175,1743
1,6,14,9110,9159
1,7,9,437,247
1,7,10,203,465
1,7,11,222,417
1,7,12,295,989
1,7,13,1253,558
1,7,14,7661,3423
1,8,9,192,107
1,8,10,147,101
1,8,11,59,117
1,8,12,79,261
1,8,13,367,201
1,8,14,1891,1355
1,9,9,54,43
1,9,10,116,74
1,9,11,122,78
1,9,12,150,110
1,9,13,392,201
1,9,14,1209,280
1,10,9,115,62
1,10,10,158,135
1,10,11,325,136
1,10,12,372,144
1,10,13,442,115
1,10,14,1529,272
1,11,9,171,196
1,11,10,318,375
1,11,11,318,206
1,11,12,355,280
1,11,13,353,116
1,11,14,1472,318
1,12,9,144,222
1,12,10,186,706
1,12,11,211,246
1,12,12,125,187
1,12,13,192,97
1,12,14,840,250
1,13,9,161,241
1,13,10,169,486
1,13,11,114,93
1,13,12,45,67
1,13,13,92,55
1,13,14,448,82
1,14,9,216,426
1,14,10,500,1317
1,14,11,141,50
1,14,12,41,50
1,14,13,52,16
1,14,14,376,60
1,15,9,461,394
1,15,10,565,911
1,15,11,220,102
1,15,12,82,99
1,15,13,101,46
1,15,14,1217,253
1,16,9,2098,418
1,16,10,969,485
1,16,11,211,55
1,16,12,336,246
1,16,13,127,48
1,16,14,1509,175
1,17,9,2209,728
1,17,10,13615,5056
1,17,11,340,12
1,17,12,762,61
1,17,13,130,36
1,17,14,856,12
1,18,9,2940,414
1,18,10,17842,5586
1,18,11,1282,116
1,18,12,2929,194
1,18,13,149,45
1,18,14,2376,95
1,19,9,8219,1335
1,19,10,28324,5819
1,19,11,3031,696
1,19,12,3703,194
1,19,13,447,40
1,19,14,3535,83
1,20,9,4723,942
1,20,10,39780,22804
1,20,11,777,62
1,20,12,589,4
1,20,13,2474,97
1,20,14,276,2
1,21,9,3282,712
1,21,10,47674,20591
1,21,11,115,0
1,21,12,213,3
1,21,13,3685,24
1,21,14,65,2
1,22,9,2298,933
1,22,10,34491,23985
1,22,11,74,0
1,22,12,261,0
1,22,13,2549,17
1,22,14,154,0
1,23,9,2088,1387
1,23,10,27804,29412
1,23,11,31,0
1,23,12,289,7
1,23,13,458,0
1,23,14,212,0
1,24,9,1344,1531
1,24,10,6084,10830
1,24,11,31,0
1,24,12,217,4
1,24,13,167,1
1,24,14,116,0
1,25,9,616,629
1,25,10,1385,2336
1,25,11,79,0
1,25,12,326,7
1,25,13,271,0
1,25,14,184,0
1,26,9,618,1285
1,26,10,373,3876
1,26,11,35,0
1,26,12,407,2
1,26,13,143,1
1,26,14,129,0
2,0,7,33972,33723
2,0,8,107752,131616
2,0,9,8618,24192
2,0,10,20126,59480
2,0,11,42584,48177
2,0,12,54262,64980
2,1,7,61987,42722
2,1,8,57238,81958
2,1,9,4787,16715
2,1,10,7369,33413
2,1,11,23601,24483
2,1,12,39117,34903
2,2,7,48617,46274
2,2,8,44992,102935
2,2,9,8655,32635
2,2,10,6981,42401
2,2,11,35478,44702
2,2,12,45164,61001
2,3,7,44197,47248
2,3,8,32251,100403
2,3,9,6675,46548
2,3,10,6309,39785
2,3,11,7802,10975
2,3,12,16349,16381
2,4,7,13250,13726
2,4,8,26746,62288
2,4,9,4355,18800
2,4,10,3691,13860
2,4,11,24819,6939
2,4,12,29435,10863
2,5,7,6207,10309
2,5,8,28113,56717
2,5,9,490,6509
2,5,10,1127,4835
2,5,11,7702,3087
2,5,12,7214,5157
2,6,7,3627,3409
2,6,8,7130,26668
2,6,9,143,3517
2,6,10,368,2621
2,6,11,1794,866
2,6,12,1784,2244
2,7,7,2796,1404
2,7,8,10849,17925
2,7,9,94,345
2,7,10,1155,524
2,7,11,2058,340
2,7,12,3485,970
2,8,7,1346,776
2,8,8,14976,27073
2,8,9,29,126
2,8,10,234,374
2,8,11,256,112
2,8,12,384,223
2,9,7,450,270
2,9,8,18709,20872
2,9,9,26,75
2,9,10,69,60
2,9,11,261,92
2,9,12,103,41
2,10,7,420,152
2,10,8,8950,8353
2,10,9,106,117
2,10,10,238,71
2,10,11,306,61
2,10,12,343,74
2,11,7,1322,636
2,11,8,14737,13482
2,11,9,153,154
2,11,10,275,87
2,11,11,280,59
2,11,12,365,92
2,12,7,443,360
2,12,8,8171,12132
2,12,9,76,117
2,12,10,81,36
2,12,11,177,49
2,12,12,204,52
2,13,7,387,528
2,13,8,6062,13689
2,13,9,34,75
2,13,10,29,28
2,13,11,158,55
2,13,12,148,38
2,14,7,138,291
2,14,8,9850,24719
2,14,9,2,18
2,14,10,16,21
2,14,11,66,31
2,14,12,77,14
2,15,7,79,153
2,15,8,5279,18624
2,15,9,10,48
2,15,10,17,50
2,15,11,86,44
2,15,12,301,43
2,16,7,215,239
2,16,8,16774,26272
2,16,9,11,35
2,16,10,12,53
2,16,11,94,53
2,16,12,285,51
2,17,7,4,27
2,17,8,37389,40709
2,17,9,2,5
2,17,10,7,12
2,17,11,39,31
2,17,12,72,1
2,18,7,165,247
2,18,8,69003,71566
2,18,9,53,33
2,18,10,102,56
2,18,11,92,33
2,18,12,142,12
2,19,7,10355,6074
2,19,8,61593,59829
2,19,9,919,735
2,19,10,129,84
2,19,11,333,34
2,19,12,117,3
2,20,7,55746,39451
2,20,8,87716,78615
2,20,9,391,124
2,20,10,75,1
2,20,11,2112,61
2,20,12,24,0
2,21,7,24541,10427
2,21,8,85809,69033
2,21,9,145,58
2,21,10,61,0
2,21,11,2659,28
2,21,12,7,0
2,22,7,8873,5612
2,22,8,66064,59116
2,22,9,34,0
2,22,10,120,0
2,22,11,3724,19
2,22,12,79,0
2,23,7,3606,5174
2,23,8,96641,105495
2,23,9,8,0
2,23,10,100,8
2,23,11,368,4
2,23,12,40,0
2,24,7,1717,5938
2,24,8,53954,78047
2,24,9,5,0
2,24,10,35,7
2,24,11,114,2
2,24,12,22,0
2,25,7,1028,4603
2,25,8,9051,49825
2,25,9,5,0
2,25,10,28,4
2,25,11,100,1
2,25,12,25,0
2,26,7,1910,2758
2,26,8,3522,22961
2,26,9,3,0
2,26,10,37,3
2,26,11,38,1
2,26,12,42,0
3,0,10,129135,46170
3,0,11,96484,59386
3,0,12,12236,9284
3,0,13,14012,912
3,0,14,19378,1927
3,0,15,23030,439
3,1,10,144795,94023
3,1,11,84150,74720
3,1,12,17696,19127
3,1,13,13847,975
3,1,14,23220,2320
3,1,15,22151,457
3,2,10,136808,107704
3,2,11,83870,94901
3,2,12,14541,21185
3,2,13,15227,4261
3,2,14,32496,3880
3,2,15,13465,326
3,3,10,64201,41786
3,3,11,75090,98998
3,3,12,27194,33459
3,3,13,21228,5881
3,3,14,22430,1949
3,3,15,10015,358
3,4,10,27653,2773
3,4,11,68002,86899
3,4,12,11759,16684
3,4,13,13567,2145
3,4,14,22435,733
3,4,15,14332,307
3,5,10,1520,52
3,5,11,42565,62124
3,5,12,1491,1950
3,5,13,905,120
3,5,14,4272,366
3,5,15,858,108
3,6,10,498,52
3,6,11,27249,32716
3,6,12,1859,1419
3,6,13,1976,104
3,6,14,4123,316
3,6,15,714,73
3,7,10,693,39
3,7,11,46354,38312
3,7,12,3091,2251
3,7,13,6941,497
3,7,14,3984,387
3,7,15,2414,245
3,8,10,222,3
3,8,11,27522,31064
3,8,12,250,237
3,8,13,602,41
3,8,14,799,152
3,8,15,327,96
3,9,10,133,4
3,9,11,9959,8782
3,9,12,146,204
3,9,13,262,18
3,9,14,536,111
3,9,15,170,34
3,10,10,215,12
3,10,11,2269,2470
3,10,12,440,221
3,10,13,523,35
3,10,14,581,115
3,10,15,395,72
3,11,10,585,32
3,11,11,2788,3959
3,11,12,544,371
3,11,13,572,102
3,11,14,484,137
3,11,15,333,96
3,12,10,310,28
3,12,11,686,1466
3,12,12,381,283
3,12,13,268,46
3,12,14,308,91
3,12,15,249,70
3,13,10,145,18
3,13,11,411,1481
3,13,12,128,291
3,13,13,51,33
3,13,14,129,78
3,13,15,105,62
3,14,10,34,10
3,14,11,427,1534
3,14,12,61,561
3,14,13,34,41
3,14,14,84,85
3,14,15,58,68
3,15,10,96,14
3,15,11,345,1599
3,15,12,55,394
3,15,13,87,83
3,15,14,52,87
3,15,15,107,206
3,16,10,137,24
3,16,11,270,1290
3,16,12,54,448
3,16,13,62,193
3,16,14,63,111
3,16,15,155,284
3,17,10,49,15
3,17,11,1937,12359
3,17,12,48,90
3,17,13,92,23
3,17,14,43,66
3,17,15,131,19
3,18,10,282,108
3,18,11,2054,24024
3,18,12,236,244
3,18,13,158,152
3,18,14,96,58
3,18,15,145,61
3,19,10,4371,1624
3,19,11,4859,55548
3,19,12,1304,1085
3,19,13,201,77
3,19,14,226,169
3,19,15,146,28
3,20,10,18327,7991
3,20,11,8228,83985
3,20,12,500,184
3,20,13,142,34
3,20,14,978,373
3,20,15,50,0
3,21,10,25569,20125
3,21,11,28212,105547
3,21,12,46,0
3,21,13,175,30
3,21,14,2308,477
3,21,15,44,3
3,22,10,24966,25221
3,22,11,29909,107244
3,22,12,5,0
3,22,13,19,1
3,22,14,386,165
3,22,15,4,0
3,23,10,55610,25512
3,23,11,41282,114173
3,23,12,18,0
3,23,13,61,6
3,23,14,341,77
3,23,15,14,0
3,24,10,45760,16012
3,24,11,17489,76550
3,24,12,19,0
3,24,13,37,1
3,24,14,231,18
3,24,15,12,0
3,25,10,22698,9875
3,25,11,11060,53275
3,25,12,15,0
3,25,13,30,2
3,25,14,227,20
3,25,15,13,0
3,26,10,15570,5004
3,26,11,15430,42751
3,26,12,18,0
3,26,13,59,1
3,26,14,48,0
3,26,15,22,0
4,0,7,2736,2532
4,0,8,134969,144369
4,0,9,43303,66122
4,0,10,32274,45386
4,0,11,78461,48257
4,0,12,84032,53037
4,1,7,5139,4278
4,1,8,122251,138807
4,1,9,43361,76991
4,1,10,29344,45821
4,1,11,64684,50489
4,1,12,81952,69735
4,2,7,3384,4024
4,2,8,136150,142069
4,2,9,37530,60078
4,2,10,26576,48995
4,2,11,81413,60388
4,2,12,80718,73655
4,3,7,1987,2481
4,3,8,134541,142632
4,3,9,49254,72952
4,3,10,18075,15415
4,3,11,34749,16047
4,3,12,48103,14747
4,4,7,1856,1521
4,4,8,126364,132028
4,4,9,16463,26486
4,4,10,7032,2860
4,4,11,31897,3977
4,4,12,55465,12266
4,5,7,713,567
4,5,8,126464,135062
4,5,9,5532,12280
4,5,10,2525,1754
4,5,11,10237,2323
4,5,12,10787,4514
4,6,7,299,164
4,6,8,76991,83718
4,6,9,2240,7582
4,6,10,1975,706
4,6,11,11418,2093
4,6,12,11103,5048
4,7,7,240,102
4,7,8,61409,22222
4,7,9,1491,389
4,7,10,1930,57
4,7,11,5952,466
4,7,12,8668,1298
4,8,7,244,68
4,8,8,77370,22355
4,8,9,328,241
4,8,10,460,26
4,8,11,1574,195
4,8,12,1687,427
4,9,7,206,55
4,9,8,48252,5932
4,9,9,144,118
4,9,10,227,14
4,9,11,655,98
4,9,12,790,117
4,10,7,136,37
4,10,8,24635,2005
4,10,9,339,159
4,10,10,417,23
4,10,11,543,72
4,10,12,1559,138
4,11,7,284,60
4,11,8,25269,2700
4,11,9,556,275
4,11,10,462,52
4,11,11,638,82
4,11,12,1865,159
4,12,7,165,60
4,12,8,10071,2949
4,12,9,477,350
4,12,10,305,45
4,12,11,724,94
4,12,12,1853,154
4,13,7,99,45
4,13,8,13045,5335
4,13,9,281,645
4,13,10,165,74
4,13,11,683,142
4,13,12,1278,193
4,14,7,7,10
4,14,8,8580,6505
4,14,9,152,687
4,14,10,130,103
4,14,11,328,111
4,14,12,979,205
4,15,7,15,14
4,15,8,4405,4283
4,15,9,51,237
4,15,10,62,106
4,15,11,275,169
4,15,12,734,154
4,16,7,29,8
4,16,8,5184,3410
4,16,9,26,215
4,16,10,50,159
4,16,11,163,154
4,16,12,621,197
4,17,7,10,1
4,17,8,17463,11616
4,17,9,29,150
4,17,10,78,123
4,17,11,135,143
4,17,12,463,62
4,18,7,96,34
4,18,8,11539,15458
4,18,9,83,238
4,18,10,116,170
4,18,11,184,140
4,18,12,364,206
4,19,7,771,153
4,19,8,33117,30870
4,19,9,894,1263
4,19,10,148,136
4,19,11,413,189
4,19,12,385,151
4,20,7,32156,8172
4,20,8,65295,71400
4,20,9,515,167
4,20,10,129,5
4,20,11,3411,93
4,20,12,65,1
4,21,7,45905,6215
4,21,8,63673,73377
4,21,9,18,1
4,21,10,65,0
4,21,11,7816,80
4,21,12,17,1
4,22,7,18119,1918
4,22,8,35447,53394
4,22,9,16,0
4,22,10,54,0
4,22,11,3078,21
4,22,12,58,0
4,23,7,20498,3400
4,23,8,58518,97753
4,23,9,23,0
4,23,10,125,6
4,23,11,2278,13
4,23,12,88,0
4,24,7,7603,1063
4,24,8,10503,41131
4,24,9,15,0
4,24,10,79,4
4,24,11,870,6
4,24,12,51,0
4,25,7,5099,379
4,25,8,1219,11264
4,25,9,16,0
4,25,10,59,4
4,25,11,771,3
4,25,12,48,0
4,26,7,4317,158
4,26,8,925,2767
4,26,9,5,0
4,26,10,36,2
4,26,11,121,0
4,26,12,27,0
5,0,9,130026,85277
5,0,10,51639,60111
5,0,11,30648,10243
5,0,12,17931,7848
5,0,13,44310,8827
5,0,14,79993,24270
5,1,9,139867,118487
5,1,10,42669,55650
5,1,11,30828,19469
5,1,12,18904,15809
5,1,13,44527,10874
5,1,14,56948,3486
5,2,9,132205,85961
5,2,10,26870,41577
5,2,11,20095,11715
5,2,12,18483,21399
5,2,13,44625,10478
5,2,14,40327,16250
5,3,9,114585,84002
5,3,10,13238,29715
5,3,11,32810,18813
5,3,12,13345,6316
5,3,13,23632,5422
5,3,14,34050,4860
5,4,9,90767,73248
5,4,10,8197,11620
5,4,11,16596,3423
5,4,12,12098,1784
5,4,13,26321,1686
5,4,14,38477,4929
5,5,9,35300,18692
5,5,10,12033,9363
5,5,11,3755,2545
5,5,12,1477,158
5,5,13,8466,519
5,5,14,11527,2436
5,6,9,12045,1797
5,6,10,3460,2999
5,6,11,967,497
5,6,12,453,10
5,6,13,4403,419
5,6,14,2597,1009
5,7,9,1714,115
5,7,10,1134,260
5,7,11,390,25
5,7,12,1415,6
5,7,13,5100,193
5,7,14,3098,206
5,8,9,772,38
5,8,10,1155,269
5,8,11,165,41
5,8,12,359,7
5,8,13,2273,170
5,8,14,1144,188
5,9,9,3779,216
5,9,10,451,143
5,9,11,220,30
5,9,12,517,3
5,9,13,1442,117
5,9,14,481,74
5,10,9,2601,312
5,10,10,195,93
5,10,11,484,43
5,10,12,767,11
5,10,13,1642,121
5,10,14,1399,122
5,11,9,4752,998
5,11,10,367,223
5,11,11,653,70
5,11,12,929,26
5,11,13,1487,115
5,11,14,1557,121
5,12,9,2914,700
5,12,10,134,207
5,12,11,347,92
5,12,12,404,29
5,12,13,795,121
5,12,14,1076,162
5,13,9,1078,348
5,13,10,85,246
5,13,11,101,78
5,13,12,146,31
5,13,13,467,163
5,13,14,595,142
5,14,9,1375,864
5,14,10,73,710
5,14,11,80,52
5,14,12,125,43
5,14,13,253,175
5,14,14,264,127
5,15,9,848,669
5,15,10,50,439
5,15,11,84,113
5,15,12,154,45
5,15,13,265,207
5,15,14,361,82
5,16,9,1245,423
5,16,10,72,194
5,16,11,88,89
5,16,12,231,60
5,16,13,264,108
5,16,14,840,152
5,17,9,437,136
5,17,10,2670,2034
5,17,11,141,82
5,17,12,530,67
5,17,13,305,96
5,17,14,490,84
5,18,9,279,167
5,18,10,3607,2426
5,18,11,601,318
5,18,12,916,68
5,18,13,283,86
5,18,14,568,93
5,19,9,2423,2185
5,19,10,8546,9523
5,19,11,1452,1064
5,19,12,892,80
5,19,13,442,76
5,19,14,562,80
5,20,9,27499,29038
5,20,10,11839,27014
5,20,11,687,169
5,20,12,198,2
5,20,13,2665,77
5,20,14,159,3
5,21,9,26294,12191
5,21,10,38772,46568
5,21,11,88,1
5,21,12,277,3
5,21,13,2327,26
5,21,14,87,0
5,22,9,14037,7846
5,22,10,42204,58101
5,22,11,53,0
5,22,12,193,0
5,22,13,1865,8
5,22,14,80,0
5,23,9,34067,7802
5,23,10,46073,59912
5,23,11,48,0
5,23,12,329,1
5,23,13,676,1
5,23,14,67,0
5,24,9,24727,6293
5,24,10,27955,37156
5,24,11,23,0
5,24,12,133,0
5,24,13,577,1
5,24,14,26,0
5,25,9,10692,2958
5,25,10,7643,22432
5,25,11,41,0
5,25,12,201,1
5,25,13,675,1
5,25,14,93,0
5,26,9,2295,1433
5,26,10,1484,15191
5,26,11,18,0
5,26,12,70,1
5,26,13,153,0
5,26,14,47,0
6,0,11,62280,122922
6,0,12,151141,151793
6,0,13,35481,58163
6,0,14,2173,22792
6,0,15,17054,3060
6,0,16,4331,1239
6,1,11,92505,120125
6,1,12,150177,151441
6,1,13,45010,50235
6,1,14,4211,25190
6,1,15,19576,2148
6,1,16,10338,1587
6,2,11,80387,122371
6,2,12,149386,151671
6,2,13,40275,55791
6,2,14,11452,46045
6,2,15,18776,3785
6,2,16,5990,2159
6,3,11,17017,81595
6,3,12,144199,151533
6,3,13,49910,70437
6,3,14,6077,33883
6,3,15,6133,1208
6,3,16,1782,579
6,4,11,1624,19430
6,4,12,141935,151370
6,4,13,32845,48497
6,4,14,1213,21968
6,4,15,3475,468
6,4,16,1195,294
6,5,11,1,32
6,5,12,116772,149259
6,5,13,12275,28066
6,5,14,582,8553
6,5,15,1726,320
6,5,16,1185,709
6,6,11,2,30
6,6,12,63782,144729
6,6,13,2710,9562
6,6,14,502,2546
6,6,15,1386,229
6,6,16,582,334
6,7,11,1,42
6,7,12,62003,111144
6,7,13,1845,745
6,7,14,736,115
6,7,15,1171,122
6,7,16,878,160
6,8,11,1,16
6,8,12,29797,70201
6,8,13,190,191
6,8,14,27,23
6,8,15,198,51
6,8,16,143,67
6,9,11,0,10
6,9,12,13924,48914
6,9,13,193,222
6,9,14,12,15
6,9,15,205,36
6,9,16,131,31
6,10,11,1,12
6,10,12,5276,42583
6,10,13,403,381
6,10,14,55,28
6,10,15,316,53
6,10,16,308,55
6,11,11,9,39
6,11,12,13452,56799
6,11,13,713,588
6,11,14,115,53
6,11,15,285,53
6,11,16,357,71
6,12,11,2,42
6,12,12,2762,43579
6,12,13,618,772
6,12,14,65,64
6,12,15,282,71
6,12,16,579,120
6,13,11,7,93
6,13,12,2040,57713
6,13,13,250,675
6,13,14,42,106
6,13,15,163,81
6,13,16,403,74
6,14,11,6,69
6,14,12,2566,53737
6,14,13,395,990
6,14,14,25,136
6,14,15,96,52
6,14,16,247,40
6,15,11,3,43
6,15,12,1950,36483
6,15,13,294,1249
6,15,14,45,185
6,15,15,108,135
6,15,16,512,55
6,16,11,7,52
6,16,12,3019,30733
6,16,13,230,824
6,16,14,33,218
6,16,15,124,155
6,16,16,651,118
6,17,11,5,27
6,17,12,10419,54907
6,17,13,44,278
6,17,14,9,44
6,17,15,25,30
6,17,16,38,15
6,18,11,3,43
6,18,12,13084,52852
6,18,13,302,435
6,18,14,14,8
6,18,15,25,15
6,18,16,48,10
6,19,11,20,323
6,19,12,25907,57369
6,19,13,1338,1085
6,19,14,26,6
6,19,15,33,2
6,19,16,25,3
6,20,11,1943,12082
6,20,12,41613,84174
6,20,13,387,220
6,20,14,5,0
6,20,15,206,14
6,20,16,2,0
6,21,11,2052,19745
6,21,12,39380,87599
6,21,13,0,1
6,21,14,2,0
6,21,15,81,3
6,21,16,1,0
6,22,11,1182,7440
6,22,12,27146,55159
6,22,13,1,0
6,22,14,3,0
6,22,15,159,3
6,22,16,1,0
6,23,11,7323,21290
6,23,12,29021,68289
6,23,13,1,0
6,23,14,3,0
6,23,15,51,0
6,23,16,2,0
6,24,11,2013,24234
6,24,12,3319,24480
6,24,13,2,0
6,24,14,5,0
6,24,15,62,0
6,24,16,3,0
6,25,11,2897,17506
6,25,12,1682,17702
6,25,13,1,0
6,25,14,5,0
6,25,15,79,0
6,25,16,2,0
6,26,11,1003,23107
6,26,12,282,19058
6,26,13,1,0
6,26,14,6,0
6,26,15,6,0
6,26,16,3,0
7,0,9,19210,68445
7,0,10,46180,28767
7,0,11,22773,22496
7,0,12,7850,32189
7,0,13,31948,76025
7,0,14,19592,36546
7,1,9,51055,88788
7,1,10,27717,21108
7,1,11,17098,21475
7,1,12,5134,26446
7,1,13,28379,59701
7,1,14,11759,28713
7,2,9,27327,38174
7,2,10,22112,17585
7,2,11,14632,15187
7,2,12,6023,28422
7,2,13,28837,59100
7,2,14,9503,28412
7,3,9,2478,10381
7,3,10,37824,20750
7,3,11,31032,27469
7,3,12,5655,29244
7,3,13,27081,40658
7,3,14,8590,14412
7,4,9,1342,7341
7,4,10,38542,22841
7,4,11,14177,18490
7,4,12,3113,28240
7,4,13,14295,31718
7,4,14,7193,15685
7,5,9,391,3501
7,5,10,35708,17488
7,5,11,2673,17513
7,5,12,4823,20221
7,5,13,9614,22556
7,5,14,3987,7515
7,6,9,9,547
7,6,10,14570,10856
7,6,11,489,3537
7,6,12,805,2958
7,6,13,4902,8320
7,6,14,2208,1919
7,7,9,16,1198
7,7,10,11527,10820
7,7,11,248,2424
7,7,12,1275,4811
7,7,13,5931,7597
7,7,14,1809,2396
7,8,9,15,255
7,8,10,7658,7364
7,8,11,99,836
7,8,12,387,1845
7,8,13,2016,2956
7,8,14,605,546
7,9,9,24,142
7,9,10,1626,1457
7,9,11,139,562
7,9,12,277,673
7,9,13,1572,1124
7,9,14,335,226
7,10,9,45,419
7,10,10,1632,2350
7,10,11,798,1320
7,10,12,934,1058
7,10,13,2012,871
7,10,14,822,319
7,11,9,161,825
7,11,10,2976,3787
7,11,11,2052,2775
7,11,12,2116,1980
7,11,13,2655,1011
7,11,14,1558,533
7,12,9,97,389
7,12,10,1380,1833
7,12,11,977,3093
7,12,12,807,1709
7,12,13,1459,1272
7,12,14,892,611
7,13,9,63,944
7,13,10,1383,2202
7,13,11,560,2618
7,13,12,408,1797
7,13,13,1171,1619
7,13,14,603,464
7,14,9,37,822
7,14,10,3532,2624
7,14,11,417,1822
7,14,12,400,1162
7,14,13,890,1007
7,14,14,621,403
7,15,9,61,1454
7,15,10,1306,1559
7,15,11,261,1595
7,15,12,259,1304
7,15,13,879,950
7,15,14,354,299
7,16,9,91,3445
7,16,10,905,2184
7,16,11,270,1369
7,16,12,215,542
7,16,13,602,578
7,16,14,416,232
7,17,9,54,5802
7,17,10,3898,7497
7,17,11,509,377
7,17,12,622,130
7,17,13,290,314
7,17,14,182,113
7,18,9,314,22736
7,18,10,7448,26002
7,18,11,972,1135
7,18,12,755,468
7,18,13,705,638
7,18,14,163,230
7,19,9,8204,75248
7,19,10,32908,37442
7,19,11,2266,1500
7,19,12,997,936
7,19,13,1048,580
7,19,14,50,74
7,20,9,57882,119299
7,20,10,22561,58672
7,20,11,404,378
7,20,12,127,99
7,20,13,8711,853
7,20,14,3,9
7,21,9,28741,100274
7,21,10,38999,71109
7,21,11,16,25
7,21,12,56,81
7,21,13,6215,294
7,21,14,2,5
7,22,9,26865,92721
7,22,10,37200,88121
7,22,11,6,2
7,22,12,35,9
7,22,13,2358,93
7,22,14,3,2
7,23,9,31069,93491
7,23,10,38346,102344
7,23,11,10,1
7,23,12,67,9
7,23,13,987,21
7,23,14,4,1
7,24,9,29222,49873
7,24,10,24391,67476
7,24,11,5,0
7,24,12,22,2
7,24,13,684,6
7,24,14,3,0
